Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
36RTSAEVRX6ZH24NMI3293Z3UEDS1Q,2021-08-15 00:40:42 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,3HEADTGN2QT8LOSLEHIIB4B1SS3VRT,3U4J9857OFCLHB8UQPYEUVMHAHC7B8
3H1MRMM622BVXK0LRY29OPN76V8RJX,2021-08-15 00:40:51 -0700,2021-08-15 07:05:23 -0700,AssignmentPayment,,A2V27A9GZA1NR2,-2.000,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3H7Z272LX88M0QY6DOHP8K97M5UPLI
3KKRF1TCJ0BJTO91145I87W0JZFN4M,2021-08-15 00:40:51 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3H7Z272LX88M0QY6DOHP8K97M5UPLI
3J7BFWAZ32VY70FT9G6146WOHP0U99,2021-08-15 00:40:51 -0700,2021-08-15 07:04:02 -0700,AssignmentPayment,,A3PYD7EU2WFST6,-2.000,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3ZPPDN2SLWXN2X87FDYO9ZJ884C9EL
3H1MRBU62J4ID7FTWP9SP0ZPIR4PU7,2021-08-15 00:40:51 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3ZPPDN2SLWXN2X87FDYO9ZJ884C9EL
33FV9N8BC134A5X18ARFZNGOLVYWIT,2021-08-15 00:40:51 -0700,2021-08-15 05:13:57 -0700,AssignmentPayment,,A1TLX0QAGAXNG1,-2.000,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3VP0C6EFSHXYW2YMY4JV2XXFR5V6MW
3C0ACLZJK4DVR5I29MHLXWE0SYRS3I,2021-08-15 00:40:51 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3VP0C6EFSHXYW2YMY4JV2XXFR5V6MW
36YY9M9KCK0O23KH19W3KPRLCE91R4,2021-08-15 00:40:51 -0700,2021-08-15 05:47:21 -0700,AssignmentPayment,,A26RO8GGTQAXGG,-2.000,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3HL8HNGX462F8B83AOIURH48K6TF9D
3Y8Y023OFSCR0M0KWPY9P7ZMDQ6XCT,2021-08-15 00:40:51 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3HL8HNGX462F8B83AOIURH48K6TF9D
3HYJ2259WFZVG0NP8DCRC3V1DZNWK4,2021-08-15 00:40:52 -0700,2021-08-15 07:11:17 -0700,AssignmentPayment,,A49A0FF6ZXYDU,-2.000,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3DH6GAKTYZQ0ET7BJC4HTQDH5J5ZY5
3TKLX9SQR0NY5K56N55ECTCK6UIS58,2021-08-15 00:40:52 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,39XCQ6V3KZ5Y1BFMG2X7WBQ6JHO650,3DH6GAKTYZQ0ET7BJC4HTQDH5J5ZY5
3537HARDOIQW5WOZHO05IT32ITZOI9,2021-08-15 00:40:59 -0700,2021-08-15 06:05:38 -0700,AssignmentPayment,,A112Z00MCKPS6F,-2.000,3JGHED38EESF7Z3BAE7WDMOV9XBY76,3HVVDCPGTFT4SHYCDKFZ72C0KQ2TY8
3XUSTNNVSRWX3M5U4D8J6ANQB4EK3T,2021-08-15 00:40:59 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,3JGHED38EESF7Z3BAE7WDMOV9XBY76,3HVVDCPGTFT4SHYCDKFZ72C0KQ2TY8
38HXJYOOEG3WOV0KNELVDCCEA4VZED,2021-08-15 00:40:59 -0700,2021-08-15 05:40:38 -0700,AssignmentPayment,,A198MSVO1VTAT5,-2.000,3JGHED38EESF7Z3BAE7WDMOV9XBY76,3GGAI1SQEWZNCJ7N8VWYOXPPNT4MC6
3TSZG589YOGCRBHZJY7UGY13SQBUZX,2021-08-15 00:40:59 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,3JGHED38EESF7Z3BAE7WDMOV9XBY76,3GGAI1SQEWZNCJ7N8VWYOXPPNT4MC6
3MWKNC7C7V0U89WBT9BJDFXQNKAZGU,2021-08-15 00:40:59 -0700,2021-08-15 07:38:11 -0700,AssignmentPayment,,A27353U3GOR77W,-2.000,3JGHED38EESF7Z3BAE7WDMOV9XBY76,3NVC2EB65R0ZT00IY598PP82QO53YB
38HU0GZYOAYF9ULRGD87KQJATI7V1Y,2021-08-15 00:40:59 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,3JGHED38EESF7Z3BAE7WDMOV9XBY76,3NVC2EB65R0ZT00IY598PP82QO53YB
3I01JPWX4J5403AHAZ8BHHZKXTANBK,2021-08-15 00:41:00 -0700,2021-08-15 07:01:26 -0700,AssignmentPayment,,A3V2XCDF45VN9X,-2.000,3JGHED38EESF7Z3BAE7WDMOV9XBY76,39DD6S19JQC28OQKJBSNMNL1N7ZEZ4
33CVHR749T93OPHUEUY9YRJAHTKIWN,2021-08-15 00:41:00 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,3JGHED38EESF7Z3BAE7WDMOV9XBY76,39DD6S19JQC28OQKJBSNMNL1N7ZEZ4
390Y600R4TK84026JXBMYRA62X2ZIM,2021-08-15 00:41:00 -0700,2021-08-15 06:27:28 -0700,AssignmentPayment,,A544FPX6FB2OS,-2.000,3JGHED38EESF7Z3BAE7WDMOV9XBY76,3QAPZX2QN5EDBN8EMXKUEN9Q8XQ20Y
3EQBKRKMHH5BJXZ63HMQ8JY7R2LV3Q,2021-08-15 00:41:00 -0700,2021-08-15 06:14:56 -0700,FeePayment,,Mechanical Turk,-0.400,3JGHED38EESF7Z3BAE7WDMOV9XBY76,3QAPZX2QN5EDBN8EMXKUEN9Q8XQ20Y
3LCLTGYN5RBP30N9QR0SLBUP2ANQBC,2021-08-15 20:21:50 -0700,2021-08-16 01:34:56 -0700,AssignmentPayment,,A2YC6PEMIRSOAA,-2.000,373L46LKP87D7PFW78V274ET2E7KJB,3VP0C6EFSHXYW2YMY4JV2XXFRC46MJ
3METFYAGT305EQP0ZXVMQ7B2Y34LW6,2021-08-15 20:21:50 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.800,373L46LKP87D7PFW78V274ET2E7KJB,3VP0C6EFSHXYW2YMY4JV2XXFRC46MJ
3URHXEVZF3AYKF4TE6G60SY7V2ZV91,2021-08-15 20:21:50 -0700,2021-08-16 01:45:07 -0700,AssignmentPayment,,A1I72NHC21347A,-2.000,373L46LKP87D7PFW78V274ET2E7KJB,37M28K1J0RE9IW44LKNF2A7KJ1ZJAI
3NFMN65Q81M3DJG8W2OHP5PZNTGQU1,2021-08-15 20:21:50 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.800,373L46LKP87D7PFW78V274ET2E7KJB,37M28K1J0RE9IW44LKNF2A7KJ1ZJAI
32X20B8RVV2FO9ZYJH3Q7R21DJ1Y9D,2021-08-15 20:21:50 -0700,2021-08-15 23:34:30 -0700,AssignmentPayment,,AEUD4STM0TYB,-2.000,373L46LKP87D7PFW78V274ET2E7KJB,3BDCF01OGYVG94Q74BD8LB2JQH7LYW
3X6OD7DWT4JG5Z80D6ICUA0M70FTUI,2021-08-15 20:21:50 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.800,373L46LKP87D7PFW78V274ET2E7KJB,3BDCF01OGYVG94Q74BD8LB2JQH7LYW
3VS4TSR02S8LY17JDYBZCP36W590OT,2021-08-15 20:21:50 -0700,2021-08-16 00:34:38 -0700,AssignmentPayment,,A2KQ8WXQZKBAAK,-2.000,373L46LKP87D7PFW78V274ET2E7KJB,308XBLVESJ5VZUS9Z3WKZCDHB0EBRX
3EUZN3U4DAGADOORA0SWLYK7Y9NW9K,2021-08-15 20:21:50 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.800,373L46LKP87D7PFW78V274ET2E7KJB,308XBLVESJ5VZUS9Z3WKZCDHB0EBRX
3L5W8Y241RXKKQIHKD0WQ0AJKS3QAI,2021-08-15 20:22:56 -0700,2021-08-16 00:59:51 -0700,AssignmentPayment,,A1V2H0UF94ATWY,-1.500,3JUDR1D0D7SZCWFJDS97494LZ9DQ2M,3FTF2T8WLSJHJXUY0DSUV5Q8FFT9WR
328BXDA4SO0SZ1PV9NQQ45SORU3LVX,2021-08-15 20:22:56 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.600,3JUDR1D0D7SZCWFJDS97494LZ9DQ2M,3FTF2T8WLSJHJXUY0DSUV5Q8FFT9WR
38NYPDSI2LT0IDBWQQQX2IZF1N3VCJ,2021-08-15 20:22:56 -0700,2021-08-15 23:43:00 -0700,AssignmentPayment,,A37P8UZ3SAKM7A,-1.500,3JUDR1D0D7SZCWFJDS97494LZ9DQ2M,3CTOC39K38RRZU66EHBVSJ5UITWJ7U
3ONS89230HEVUNA317Z49CO3HBYQXU,2021-08-15 20:22:56 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.600,3JUDR1D0D7SZCWFJDS97494LZ9DQ2M,3CTOC39K38RRZU66EHBVSJ5UITWJ7U
3UL146UJCU9RAR46L5GGZN9Z9EB7LK,2021-08-15 20:22:56 -0700,2021-08-16 01:36:35 -0700,AssignmentPayment,,A1WJ54G7U8B57Y,-1.500,3JUDR1D0D7SZCWFJDS97494LZ9DQ2M,3D4CH1LGEBULMB4YL8OC924KLR39GS
3NYFSOW5DXOQ47K529EIWRI8AFM36B,2021-08-15 20:22:56 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.600,3JUDR1D0D7SZCWFJDS97494LZ9DQ2M,3D4CH1LGEBULMB4YL8OC924KLR39GS
3YDGVF13UQGDJAS0DEQRB0LEYH2HKT,2021-08-15 20:25:17 -0700,2021-08-16 02:27:57 -0700,AssignmentPayment,,A2HNNUPEOHS3PU,-1.500,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,37Q970SNZF96NBAUCV30JA54BQA1SW
3EUIFQ7NKDJS3VMOQFAPHUQK5X0D53,2021-08-15 20:25:17 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,37Q970SNZF96NBAUCV30JA54BQA1SW
3RRFY9VRDVKM22HKRMCQ09OYLPXKCN,2021-08-15 20:25:17 -0700,2021-08-16 01:46:18 -0700,AssignmentPayment,,A12TFFS6M9TOVF,-1.500,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,3M0NZ3JDP2Z2C5XR8AZKITFOALEZ5G
3Q7VJPL7HQAY3YKUNROAXDKPA9QFXQ,2021-08-15 20:25:17 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,3M0NZ3JDP2Z2C5XR8AZKITFOALEZ5G
31UTDWZ5WJD1Z01YNDILQXO161AKEG,2021-08-15 20:25:17 -0700,2021-08-15 23:41:26 -0700,AssignmentPayment,,A28REIMVLGRV8Z,-1.500,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,39LOEL67OT6KEU90L1BEQCK0XIP837
3QAGV21MUIEN8TK9O9CVUY00I9OFZN,2021-08-15 20:25:17 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,39LOEL67OT6KEU90L1BEQCK0XIP837
3DV6WC8J8PKBG9MRLHHVZ0OO9J1M71,2021-08-15 20:25:17 -0700,2021-08-16 01:23:28 -0700,AssignmentPayment,,A8V0L2YF8U6OX,-1.500,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,39RP059MEIU42EFHUV03DDJ75DJBMD
3DGYMHCKJV3ALDP1O76N1QFAB91HSI,2021-08-15 20:25:17 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,39RP059MEIU42EFHUV03DDJ75DJBMD
30PF6JKQGY21SAOLUJEM440ZAQ5RL3,2021-08-15 20:25:17 -0700,2021-08-16 02:44:33 -0700,AssignmentPayment,,A2ML0070M8FDK1,-1.500,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,3FTYUGLFSVMZ94SVGSANR1WLM3GD57
34VC3U0JFAEX8BDFKSYX55GEFWDN6B,2021-08-15 20:25:17 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,3FTYUGLFSVMZ94SVGSANR1WLM3GD57
3VE4800WPN8UTHR0UJ8HQA5IM54U71,2021-08-15 20:25:17 -0700,2021-08-16 02:41:24 -0700,AssignmentPayment,,A5ILXLVXSJRG1,-1.500,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,3E7TUJ2EGDNIARU7JIN43H1N81ZD92
3QVR1NU3H7R2YUNP7KESAZH1X0BPSV,2021-08-15 20:25:17 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,3E7TUJ2EGDNIARU7JIN43H1N81ZD92
3CUAJAGPI7DWRRK5L5HZ8KH07FLWP9,2021-08-15 20:25:18 -0700,2021-08-16 00:31:25 -0700,AssignmentPayment,,ABG76D6AQL5I9,-1.500,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,3U84XHCDIDEKGMTRU5GAD19AAPJZ4B
3ZYNMXRLYMOVBQHNI1WVK4S6YEBSAI,2021-08-15 20:25:18 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3VZYA8PITPZ3N0T7EDHQNAGF6F7505,3U84XHCDIDEKGMTRU5GAD19AAPJZ4B
3VWYYZAAMUUXC6A91HURV5L64Z4TA1,2021-08-15 20:27:04 -0700,2021-08-16 00:41:35 -0700,AssignmentPayment,,A2EADI8XF4T0RP,-1.500,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3V5Q80FXIYS9SF7B5K2DGL7XBGP23M
30FE9XKVUE105MSSMF6IWMWIMZAOVJ,2021-08-15 20:27:04 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3V5Q80FXIYS9SF7B5K2DGL7XBGP23M
32S81DPXQ8DL5L77LVQI10BU42PTC3,2021-08-15 20:27:04 -0700,2021-08-16 02:49:34 -0700,AssignmentPayment,,A2R7C5AFF8YRBD,-1.500,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3YGXWBAF71I78TIH2RW2238P17Y4CI
3Q3ECIW8ATES9BXNMU70K7T32AIOXM,2021-08-15 20:27:04 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3YGXWBAF71I78TIH2RW2238P17Y4CI
3MK2IGEUOKX3QQ42OHSEFUR6B2E1PH,2021-08-15 20:27:04 -0700,2021-08-15 23:45:14 -0700,AssignmentPayment,,A2DX92A38GBMSY,-1.500,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3MTMREQS4WJVOG43SJ6UR01SLXBWAT
3RCOXOO1BET3773MCB2IJC9YDTEXAW,2021-08-15 20:27:04 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3MTMREQS4WJVOG43SJ6UR01SLXBWAT
36YY9M9KCK0O23KH19W3KPRLCK21R9,2021-08-15 20:27:04 -0700,2021-08-16 00:38:47 -0700,AssignmentPayment,,A3ENCMZ40AODOX,-1.500,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3SITXWYCNWAFWQEL822COUZ5CH3BXX
3Y8Y023OFSCR0M0KWPY9P7ZMDWZXCY,2021-08-15 20:27:04 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3SITXWYCNWAFWQEL822COUZ5CH3BXX
33QUWRQ5KVFDB0WYD1E90PV8IQW43L,2021-08-15 20:27:04 -0700,2021-08-16 02:51:52 -0700,AssignmentPayment,,A1LL63N32LV7K2,-1.500,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3WR9XG3T64C1WCNLBAORMHGB0W747P
3Q6ZOVCNNLIHE6X2NCVLHS9EAAGZOU,2021-08-15 20:27:04 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3WR9XG3T64C1WCNLBAORMHGB0W747P
3EA12PJJE4S0ZKJZJ76NC797W5UW2N,2021-08-15 20:27:05 -0700,2021-08-16 03:05:22 -0700,AssignmentPayment,,AQEH7DY2CZT0O,-1.500,3G57RS03HI6AJAWLT0L46Y9U3DR52P,31LM9EDVOMTG2FYTUOSKOGRKI83NJB
3T1CC7XF4W3QUUBZCG1VG07ABJSRNE,2021-08-15 20:27:05 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3G57RS03HI6AJAWLT0L46Y9U3DR52P,31LM9EDVOMTG2FYTUOSKOGRKI83NJB
3JO0HI0BF9QZQ2LEUAFJR2YUII6947,2021-08-15 20:27:05 -0700,2021-08-16 00:03:09 -0700,AssignmentPayment,,A3T197A103S6J6,-1.500,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3LRKMWOKB6IAD8E4QRXMKMCCQBPZ2H
3HIBTXKIEQZJW9LEHJIACW1VJKA4P5,2021-08-15 20:27:05 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3LRKMWOKB6IAD8E4QRXMKMCCQBPZ2H
3RDQXWTX4DWVADDLLRLTL6TCP22DTO,2021-08-15 20:27:05 -0700,2021-08-16 00:37:00 -0700,AssignmentPayment,,A3MPH1VH48QA0A,-1.500,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3018Q3ZVOJRQGKNHTPWO41TBTK5ARH
3YQ9YXO0DEUGWO20P0YQZSD7R5M9EL,2021-08-15 20:27:05 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3G57RS03HI6AJAWLT0L46Y9U3DR52P,3018Q3ZVOJRQGKNHTPWO41TBTK5ARH
3HLBLTLPHYTKIP1LBZBGDSY9NMO4PX,2021-08-15 20:29:03 -0700,2021-08-16 02:40:19 -0700,AssignmentPayment,,AOD3O9GXSBRGA,-1.500,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,39O5D9O87UTMQXZD2DRJSYGJN72C35
3WYEM2IM05TVAHXB9ZDBAYMN3MU0A5,2021-08-15 20:29:03 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,39O5D9O87UTMQXZD2DRJSYGJN72C35
3KI9HS38Y7SVERJ4L5U8LCNQJV2DBY,2021-08-15 20:29:03 -0700,2021-08-16 02:15:50 -0700,AssignmentPayment,,A38C4RKZTI9WNM,-1.500,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,3TE22NPXPCD4DP529CQKJ5W19UH445
3SNZGE9MHRCAZJ5H58MIL2PWE398WB,2021-08-15 20:29:03 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,3TE22NPXPCD4DP529CQKJ5W19UH445
3FEQNLHZJFG7NCKTS8YSUE4CNVIH3K,2021-08-15 20:29:03 -0700,2021-08-16 02:59:28 -0700,AssignmentPayment,,A25JIII1SB9NEX,-1.500,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,3G5W44VEU8J537NPP5F1ZBI0WLGGKU
3UESNPAPC9M46DMSVYBD6U8T1SVCO9,2021-08-15 20:29:03 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,3G5W44VEU8J537NPP5F1ZBI0WLGGKU
32BBP9BBVWUTLH5233JW51P2VWKLVS,2021-08-15 20:29:03 -0700,2021-08-16 00:43:03 -0700,AssignmentPayment,,A2Q0TXGEYNN9J0,-1.500,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,3CPLWGV3MP0RW3LK8C17ZMDHM3Q9N1
3XNERGAJA667V8GAT7C6CCW7NY9HG0,2021-08-15 20:29:03 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,3CPLWGV3MP0RW3LK8C17ZMDHM3Q9N1
3SZBSUNOBB7LP6AX3IKETMMNB7SLXV,2021-08-15 20:29:03 -0700,2021-08-15 23:51:21 -0700,AssignmentPayment,,A305DUZRELKEL9,-1.500,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,3T111IHZ5FRCB1DC1JIO86IRN0F9RP
3KRSA43Y74QLRZM5JVC9XO9N2B1HIS,2021-08-15 20:29:03 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SSN80MU8DPE29KLOCA3YDM8DCMXKC,3T111IHZ5FRCB1DC1JIO86IRN0F9RP
350K1HQMCN6885RMDFT1YF9R2QKZH2,2021-08-15 20:36:28 -0700,2021-08-16 00:54:12 -0700,AssignmentPayment,,A2F78ZTBUDUS1G,-1.500,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,3I7DHKZYGO1W7O6R7Y5DF1Z6YGLF59
3U1JS8I0AHYMYF3NZH8LP9TFLUIV2O,2021-08-15 20:36:28 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,3I7DHKZYGO1W7O6R7Y5DF1Z6YGLF59
3I01JPWX4J5403AHAZ8BHHZKXZ8BNI,2021-08-15 20:36:28 -0700,2021-08-15 23:11:47 -0700,AssignmentPayment,,A10JXOU89D5RXR,-1.500,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,3AAJC4I4FHTAJ4CCXC3EJ3YTSMAJZN
30R7DQSIXARV944GX0E6TMQFLC478C,2021-08-15 20:36:28 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,3AAJC4I4FHTAJ4CCXC3EJ3YTSMAJZN
3FYLXLN3Z9T43OMUQEL3L64FXE9BPE,2021-08-15 20:36:28 -0700,2021-08-16 00:15:44 -0700,AssignmentPayment,,A10RD7IWL3S1CS,-1.500,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,32SCWG5HII54H5VZQKBNJ1RAWHJP62
3TYE90VWCXV9SSXVUYYKPDWAB047AG,2021-08-15 20:36:28 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,32SCWG5HII54H5VZQKBNJ1RAWHJP62
3WQKU4ALIBR2ARYE05NTMEA00BMEPH,2021-08-15 20:36:28 -0700,2021-08-15 23:55:25 -0700,AssignmentPayment,,A8JFRH701TF2Z,-1.500,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,34BBWHLWHBCAUYN147Y78YPBY5GWIX
3ORS5HNV9GIRBUVT11A4Z4Y0C8AAAA,2021-08-15 20:36:28 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,34BBWHLWHBCAUYN147Y78YPBY5GWIX
3QKEG60EO10404NTMQ6S2QTX0E7JMB,2021-08-15 20:36:28 -0700,2021-08-16 02:25:36 -0700,AssignmentPayment,,A2CSCR6REKBS8R,-1.500,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,3RANCT1ZVGINFMKQ3XRP4N01I1IUBO
3UFSV8HN05V8OXJMFJCIHE3WJ0NF8O,2021-08-15 20:36:28 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,3RANCT1ZVGINFMKQ3XRP4N01I1IUBO
3V3NJH6TQU82VGF17VUNQG5CMHUBTJ,2021-08-15 20:36:29 -0700,2021-08-16 01:49:11 -0700,AssignmentPayment,,AIHUIAQ4922K3,-1.500,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,3KXIR214I5HUABQF5Y7WQQZ3PGM42A
3AX2R1EXZZ7CI5E7A306LWM1WF27EB,2021-08-15 20:36:29 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3UEDKCTP9WRKNUEU6Z654E9KBJ87KS,3KXIR214I5HUABQF5Y7WQQZ3PGM42A
3W7L609S2OEDZ5P4WPZ7YDIM6SI1LO,2021-08-15 20:39:23 -0700,2021-08-16 02:58:48 -0700,AssignmentPayment,,A15C7X9O8DJ3ER,-1.500,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,339ANSOTR63JZYTKFTF4KNVGBZRKIB
3DHOU7PDTDA2K5RJMYL6377CHATX6B,2021-08-15 20:39:23 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,339ANSOTR63JZYTKFTF4KNVGBZRKIB
34KWRLDLDWGTEXKNYU4ZUL8HJL3Z3W,2021-08-15 20:39:24 -0700,2021-08-15 23:46:22 -0700,AssignmentPayment,,A1BLNCSZ7GAL4T,-1.500,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,3FQ5JJ512MPBDZ4BC9SWPVRXXZHNKS
3PV8RFZVIDM0S73SHPWD00UZ8S6UO5,2021-08-15 20:39:24 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,3FQ5JJ512MPBDZ4BC9SWPVRXXZHNKS
3PMI4KNOTU93N5SP82FMB5MBBNI1NQ,2021-08-15 20:39:24 -0700,2021-08-16 00:04:38 -0700,AssignmentPayment,,A288NRHQNCYYX9,-1.500,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,317HQ483I8TK74ENC67KCFCK5UYING
3Y5H1ELNWRPPOJA7FDI4NL33N5JX8X,2021-08-15 20:39:24 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,317HQ483I8TK74ENC67KCFCK5UYING
3MK2IGEUOKX3QQ42OHSEFUR6B2J1PM,2021-08-15 20:39:24 -0700,2021-08-16 00:56:03 -0700,AssignmentPayment,,A3HQA6OP0FX6K3,-1.500,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,3IJXV6UZ1YK5M26F5DO1LZHU6RNIR4
3RCOXOO1BET3773MCB2IJC9YDTJXA1,2021-08-15 20:39:24 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,3IJXV6UZ1YK5M26F5DO1LZHU6RNIR4
